IfcRelAssigns,IfcRelAssociates,IfcRelConnectsElements,IfcRelConnectsPortToElement,IfcRelConnectsPorts,IfcRelConnectsStructuralActivity,IfcRelConnectsStructuralMember,IfcRelContainedInSpatialStructure,IfcRelCoversBldgElements,IfcRelCoversSpaces,IfcRelFillsElement,IfcRelFlowControlElements,IfcRelInterferesElements,IfcRelReferencedInSpatialStructure,IfcRelSequence,IfcRelServicesBuildings,IfcRelSpaceBoundary,IfcRelDeclares,IfcRelAggregates,IfcRelNests,IfcRelProjectsElement,IfcRelVoidsElement,IfcRelDefinesByObject,IfcRelDefinesByProperties,IfcRelDefinesByTemplate,IfcRelDefinesByType
RelatedObjects,RelatedObjects,RelatedElement,RelatedElement,RelatedPort,RelatedStructuralActivity,RelatedStructuralConnection,RelatedElements,RelatedCoverings,RelatedCoverings,RelatedBuildingElement,RelatedControlElements,RelatedElement,RelatedElements,RelatedProcess,RelatedBuildings,RelatedBuildingElement,RelatedDefinitions,RelatedObjects,RelatedObjects,RelatedFeatureElement,RelatedOpeningElement,RelatedObjects,RelatedObjects,RelatedPropertySets,RelatedObjects
