Name,ApplicableClasses
Pset_EngineTypeCommon,IfcEngineType
Pset_EnvironmentalCondition,IfcElement
Pset_EnvironmentalCondition,IfcElementType
Pset_EnvironmentalEmissions,IfcDistributionElement
Pset_EnvironmentalEmissions,IfcTransportationDevice
Pset_EnvironmentalEmissions,IfcDistributionElementType
Pset_EnvironmentalEmissions,IfcTransportationDeviceType
Pset_EnvironmentalImpactIndicators,IfcElement
Pset_EnvironmentalImpactIndicators,IfcElementType
Pset_EnvironmentalImpactValues,IfcElement
Pset_EnvironmentalImpactValues,IfcElementType
Pset_EvaporativeCoolerPHistory,IfcEvaporativeCooler
Pset_EvaporativeCoolerTypeCommon,IfcEvaporativeCooler
Pset_EvaporativeCoolerTypeCommon,IfcEvaporativeCoolerType
Pset_EvaporatorPHistory,IfcEvaporator
Pset_EvaporatorTypeCommon,IfcEvaporator
Pset_EvaporatorTypeCommon,IfcEvaporatorType
Pset_FanCentrifugal,IfcFan
Pset_FanCentrifugal,IfcFan
Pset_FanCentrifugal,IfcFan
Pset_FanCentrifugal,IfcFan
Pset_FanCentrifugal,IfcFanType
Pset_FanCentrifugal,IfcFanType
Pset_FanCentrifugal,IfcFanType
Pset_FanCentrifugal,IfcFanType
Pset_FanOccurrence,IfcFan
Pset_FanPHistory,IfcFan
Pset_FanTypeCommon,IfcFan
Pset_FanTypeCommon,IfcFanType
Pset_FastenerRailWeld,IfcFastener
Pset_FastenerRailWeld,IfcFastenerType
Pset_FastenerWeld,IfcFastener
Pset_FastenerWeld,IfcFastenerType
Pset_FenderCommon,IfcImpactProtectionDevice
Pset_FenderCommon,IfcImpactProtectionDeviceType
Pset_FenderDesignCriteria,IfcSpace
Pset_FenderDesignCriteria,IfcSpaceType
Pset_FilterPHistory,IfcFilter
Pset_FilterTypeAirParticleFilter,IfcFilter
Pset_FilterTypeAirParticleFilter,IfcFilterType
Pset_FilterTypeCommon,IfcFilter
Pset_FilterTypeCommon,IfcFilterType
Pset_FilterTypeCompressedAirFilter,IfcFilter
Pset_FilterTypeCompressedAirFilter,IfcFilterType
Pset_FilterTypeWaterFilter,IfcFilter
Pset_FilterTypeWaterFilter,IfcFilterType
Pset_FireSuppressionTerminalTypeBreechingInlet,IfcFireSuppressionTerminal
Pset_FireSuppressionTerminalTypeBreechingInlet,IfcFireSuppressionTerminalType
Pset_FireSuppressionTerminalTypeCommon,IfcFireSuppressionTerminal
Pset_FireSuppressionTerminalTypeCommon,IfcFireSuppressionTerminalType
Pset_FireSuppressionTerminalTypeFireHydrant,IfcFireSuppressionTerminal
Pset_FireSuppressionTerminalTypeFireHydrant,IfcFireSuppressionTerminalType
Pset_FireSuppressionTerminalTypeHoseReel,IfcFireSuppressionTerminal
Pset_FireSuppressionTerminalTypeHoseReel,IfcFireSuppressionTerminalType
Pset_FireSuppressionTerminalTypeSprinkler,IfcFireSuppressionTerminal
Pset_FireSuppressionTerminalTypeSprinkler,IfcFireSuppressionTerminalType
Pset_FittingBend,IfcCableCarrierFitting
Pset_FittingBend,IfcDuctFitting
Pset_FittingBend,IfcPipeFitting
Pset_FittingBend,IfcCableCarrierFittingType
Pset_FittingBend,IfcDuctFittingType
Pset_FittingBend,IfcPipeFittingType
Pset_FittingJunction,IfcCableFitting
Pset_FittingJunction,IfcDuctFitting
Pset_FittingJunction,IfcPipeFitting
Pset_FittingJunction,IfcCableCarrierFitting
Pset_FittingJunction,IfcCableFittingType
Pset_FittingJunction,IfcDuctFittingType
Pset_FittingJunction,IfcPipeFittingType
Pset_FittingJunction,IfcCableCarrierFittingType
Pset_FittingTransition,IfcCableFitting
Pset_FittingTransition,IfcDuctFitting
Pset_FittingTransition,IfcPipeFitting
Pset_FittingTransition,IfcCableCarrierFitting
Pset_FittingTransition,IfcCableFittingType
Pset_FittingTransition,IfcDuctFittingType
Pset_FittingTransition,IfcPipeFittingType
Pset_FittingTransition,IfcCableCarrierFittingType
Pset_FlowInstrumentPHistory,IfcFlowInstrument
Pset_FlowInstrumentTypeCommon,IfcFlowInstrument
Pset_FlowInstrumentTypeCommon,IfcFlowInstrumentType
Pset_FlowInstrumentTypePressureGauge,IfcFlowInstrument
Pset_FlowInstrumentTypePressureGauge,IfcFlowInstrumentType
Pset_FlowInstrumentTypeThermometer,IfcFlowInstrument
Pset_FlowInstrumentTypeThermometer,IfcFlowInstrumentType
Pset_FlowMeterOccurrence,IfcFlowMeter
Pset_FlowMeterTypeCommon,IfcFlowMeter
Pset_FlowMeterTypeCommon,IfcFlowMeterType
Pset_FlowMeterTypeEnergyMeter,IfcFlowMeter
Pset_FlowMeterTypeEnergyMeter,IfcFlowMeterType
Pset_FlowMeterTypeGasMeter,IfcFlowMeter
Pset_FlowMeterTypeGasMeter,IfcFlowMeterType
Pset_FlowMeterTypeOilMeter,IfcFlowMeter
Pset_FlowMeterTypeOilMeter,IfcFlowMeterType
Pset_FlowMeterTypeWaterMeter,IfcFlowMeter
Pset_FlowMeterTypeWaterMeter,IfcFlowMeterType
Pset_FootingCommon,IfcFooting
Pset_FootingCommon,IfcFootingType
Pset_FootingTypePadFooting,IfcFooting_FOOTING
Pset_FootingTypePadFooting,IfcFootingType_FOOTING
Pset_FurnitureTypeChair,IfcFurniture
Pset_FurnitureTypeChair,IfcFurnitureType
Pset_FurnitureTypeCommon,IfcFurniture
Pset_FurnitureTypeCommon,IfcFurnitureType
Pset_FurnitureTypeDesk,IfcFurniture
Pset_FurnitureTypeDesk,IfcFurnitureType
Pset_FurnitureTypeFileCabinet,IfcFurniture
Pset_FurnitureTypeFileCabinet,IfcFurnitureType
Pset_FurnitureTypeTable,IfcFurniture
Pset_FurnitureTypeTable,IfcFurnitureType
Pset_GateHeadCommon,IfcMarinePart
Pset_GeotechnicalAssemblyCommon,IfcGeotechnicalAssembly
Pset_GeotechnicalStratumCommon,IfcGeotechnicalStratum
Pset_HeatExchangerTypeCommon,IfcHeatExchanger
Pset_HeatExchangerTypeCommon,IfcHeatExchangerType
Pset_HeatExchangerTypePlate,IfcHeatExchanger
Pset_HeatExchangerTypePlate,IfcHeatExchangerType
Pset_HumidifierPHistory,IfcHumidifier
Pset_HumidifierTypeCommon,IfcHumidifier
Pset_HumidifierTypeCommon,IfcHumidifierType
Pset_ImpactProtectionDeviceOccurrenceBumper,IfcImpactProtectionDevice
Pset_ImpactProtectionDeviceTypeBumper,IfcImpactProtectionDevice
Pset_ImpactProtectionDeviceTypeBumper,IfcImpactProtectionDeviceType
Pset_InstallationOccurrence,IfcAsset
Pset_InstallationOccurrence,IfcElement
Pset_InstallationOccurrence,IfcSystem
Pset_InterceptorTypeCommon,IfcInterceptor
Pset_InterceptorTypeCommon,IfcInterceptorType
Pset_IpNetworkEquipmentPHistory,IfcCommunicationsAppliance
Pset_JettyCommon,IfcMarineFacility
Pset_JettyDesignCriteria,IfcMarineFacility
Pset_JunctionBoxTypeCommon,IfcJunctionBox
Pset_JunctionBoxTypeCommon,IfcJunctionBoxType
Pset_JunctionBoxTypeData,IfcJunctionBox
Pset_JunctionBoxTypeData,IfcJunctionBoxType
Pset_KerbCommon,IfcKerb
Pset_KerbCommon,IfcKerbType
Pset_KerbStone,IfcKerb
Pset_KerbStone,IfcKerbType
Pset_LampTypeCommon,IfcLamp
Pset_LampTypeCommon,IfcLampType
Pset_LandRegistration,IfcSite
Pset_LightFixtureTypeCommon,IfcLightFixture
Pset_LightFixtureTypeCommon,IfcLightFixtureType
Pset_LightFixtureTypeSecurityLighting,IfcLightFixture
Pset_LightFixtureTypeSecurityLighting,IfcLightFixtureType
Pset_LinearReferencingMethod,IfcAlignment
Pset_LinearReferencingMethod,IfcReferent
Pset_MaintenanceStrategy,IfcAsset
Pset_MaintenanceStrategy,IfcElement
Pset_MaintenanceStrategy,IfcSystem
Pset_MaintenanceStrategy,IfcElementType
Pset_MaintenanceTriggerCondition,IfcAsset
Pset_MaintenanceTriggerCondition,IfcElement
Pset_MaintenanceTriggerCondition,IfcSystem
Pset_MaintenanceTriggerCondition,IfcElementType
Pset_MaintenanceTriggerDuration,IfcAsset
Pset_MaintenanceTriggerDuration,IfcElement
Pset_MaintenanceTriggerDuration,IfcSystem
Pset_MaintenanceTriggerDuration,IfcElementType
Pset_MaintenanceTriggerPerformance,IfcAsset
Pset_MaintenanceTriggerPerformance,IfcElement
Pset_MaintenanceTriggerPerformance,IfcSystem
Pset_MaintenanceTriggerPerformance,IfcElementType
Pset_ManufacturerOccurrence,IfcElement
Pset_ManufacturerTypeInformation,IfcElement
Pset_ManufacturerTypeInformation,IfcElementType
Pset_MarineFacilityTransportation,IfcMarineFacility
Pset_MarinePartChamberCommon,IfcMarinePart
Pset_MarineVehicleCommon,IfcVehicle
Pset_MarineVehicleCommon,IfcVehicleType
Pset_MarineVehicleDesignCriteria,IfcVehicle
Pset_MarineVehicleDesignCriteria,IfcVehicleType
Pset_MarkerGeneral,IfcElementAssembly
Pset_MarkerGeneral,IfcElementAssemblyType
Pset_MarkingLinesCommon,IfcSurfaceFeature
Pset_MaterialCombustion,IfcMaterial
Pset_MaterialCommon,IfcMaterial
Pset_MaterialConcrete,IfcMaterial
Pset_MaterialEnergy,IfcMaterial
Pset_MaterialFuel,IfcMaterial
Pset_MaterialHygroscopic,IfcMaterial
Pset_MaterialMechanical,IfcMaterial
Pset_MaterialOptical,IfcMaterial
Pset_MaterialSteel,IfcMaterial
Pset_MaterialThermal,IfcMaterial
Pset_MaterialWater,IfcMaterial
Pset_MaterialWood,IfcMaterial
Pset_MaterialWoodBasedStructure,IfcMaterial
Pset_MechanicalBeamInPlane,IfcMaterial
Pset_MechanicalBeamInPlaneNegative,IfcMaterial
Pset_MechanicalBeamOutOfPlane,IfcMaterial
Pset_MechanicalFastenerAnchorBolt,IfcMechanicalFastener
Pset_MechanicalFastenerAnchorBolt,IfcMechanicalFastenerType
Pset_MechanicalFastenerBolt,IfcMechanicalFastener
Pset_MechanicalFastenerBolt,IfcMechanicalFastenerType
Pset_MechanicalFastenerOCSFitting,IfcMechanicalFastener
Pset_MechanicalFastenerOCSFitting,IfcMechanicalFastenerType
Pset_MechanicalFastenerTypeRailFastening,IfcMechanicalFastener
Pset_MechanicalFastenerTypeRailFastening,IfcMechanicalFastenerType
Pset_MechanicalFastenerTypeRailJoint,IfcMechanicalFastener
Pset_MechanicalFastenerTypeRailJoint,IfcMechanicalFastenerType
Pset_MechanicalPanelInPlane,IfcMaterial
Pset_MechanicalPanelOutOfPlane,IfcMaterial
Pset_MechanicalPanelOutOfPlaneNegative,IfcMaterial
Pset_MedicalDeviceTypeCommon,IfcMedicalDevice
Pset_MedicalDeviceTypeCommon,IfcMedicalDeviceType
Pset_MemberCommon,IfcMember
Pset_MemberCommon,IfcMemberType
Pset_MemberTypeAnchoringBar,IfcMember
Pset_MemberTypeAnchoringBar,IfcMemberType
Pset_MemberTypeCatenaryStay,IfcMember_CABLE
Pset_MemberTypeCatenaryStay,IfcMemberType_CABLE
Pset_MemberTypeOCSRigidSupport,IfcMember
Pset_MemberTypeOCSRigidSupport,IfcMemberType
Pset_MemberTypePost,IfcMember
Pset_MemberTypePost,IfcMemberType
Pset_MemberTypeTieBar,IfcMember
Pset_MemberTypeTieBar,IfcMemberType
Pset_MobileTelecommunicationsApplianceTypeAccessPoint,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeAccessPoint,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeBasebandUnit,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeBasebandUnit,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeBaseTransceiverStation,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeBaseTransceiverStation,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeCommon,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeCommon,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeEUtranNodeB,IfcMobileTelecommunicationsAppliance_UTRAN_NODE_B
Pset_MobileTelecommunicationsApplianceTypeEUtranNodeB,IfcMobileTelecommunicationsApplianceType_UTRAN_NODE_B
Pset_MobileTelecommunicationsApplianceTypeMasterUnit,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeMasterUnit,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeMobileSwitchingCenter,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeMobileSwitchingCenter,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeMSCServer,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeMSCServer,IfcMobileTelecommunicationsApplianceType
Pset_MobileTeleCommunicationsApplianceTypeRemoteRadioUnit,IfcMobileTelecommunicationsAppliance
Pset_MobileTeleCommunicationsApplianceTypeRemoteRadioUnit,IfcMobileTelecommunicationsApplianceType
Pset_MobileTelecommunicationsApplianceTypeRemoteUnit,IfcMobileTelecommunicationsAppliance
Pset_MobileTelecommunicationsApplianceTypeRemoteUnit,IfcMobileTelecommunicationsApplianceType
Pset_MooringDeviceCommon,IfcMooringDevice
Pset_MooringDeviceCommon,IfcMooringDeviceType
Pset_MotorConnectionTypeCommon,IfcMotorConnection
Pset_MotorConnectionTypeCommon,IfcMotorConnectionType
Pset_OnSiteCastKerb,IfcKerb
Pset_OnSiteCastKerb,IfcKerbType
Pset_OnSiteTelecomControlUnit,IfcController
Pset_OnSiteTelecomControlUnit,IfcControllerType
Pset_OpeningElementCommon,IfcOpeningElement
Pset_OpticalAdapter,IfcCableFitting
Pset_OpticalAdapter,IfcCableFittingType
Pset_OpticalPigtail,IfcCableSegment
Pset_OpticalPigtail,IfcCableSegmentType
Pset_OpticalSplitter,IfcJunctionBox
Pset_OpticalSplitter,IfcJunctionBoxType
Pset_OutletTypeCommon,IfcOutlet
Pset_OutletTypeCommon,IfcOutletType
Pset_OutsideDesignCriteria,IfcBuilding
Pset_PackingInstructions,IfcTask
Pset_PackingInstructions,IfcTaskType
Pset_PatchCordCable,IfcCableSegment
Pset_PatchCordCable,IfcCableSegment
Pset_PatchCordCable,IfcCableSegmentType
Pset_PatchCordCable,IfcCableSegmentType
Pset_PavementCommon,IfcPavement
Pset_PavementCommon,IfcPavementType
Pset_PavementMillingCommon,IfcEarthworksCut
Pset_PavementSurfaceCommon,IfcPavement
Pset_PavementSurfaceCommon,IfcPavementType
Pset_PermeableCoveringProperties,IfcDoor
Pset_PermeableCoveringProperties,IfcMember
Pset_PermeableCoveringProperties,IfcWindow
Pset_PermeableCoveringProperties,IfcDoorType
Pset_PermeableCoveringProperties,IfcMemberType
Pset_PermeableCoveringProperties,IfcWindowType
Pset_Permit,IfcPermit
Pset_PileCommon,IfcPile
Pset_PileCommon,IfcPileType
Pset_PipeConnectionFlanged,IfcPipeSegment
Pset_PipeConnectionFlanged,IfcPipeSegmentType
Pset_PipeFittingOccurrence,IfcPipeFitting
Pset_PipeFittingPHistory,IfcPipeFitting
Pset_PipeFittingTypeCommon,IfcPipeFitting
Pset_PipeFittingTypeCommon,IfcPipeFittingType
Pset_PipeSegmentOccurrence,IfcPipeSegment
Pset_PipeSegmentPHistory,IfcPipeSegment
Pset_PipeSegmentTypeCommon,IfcPipeSegment
Pset_PipeSegmentTypeCommon,IfcPipeSegmentType
Pset_PipeSegmentTypeCulvert,IfcPipeSegment
Pset_PipeSegmentTypeCulvert,IfcPipeSegmentType
Pset_PipeSegmentTypeGutter,IfcPipeSegment
Pset_PipeSegmentTypeGutter,IfcPipeSegmentType
Pset_PlateCommon,IfcPlate
Pset_PlateCommon,IfcPlateType
Pset_PointMachine,IfcActuator
Pset_PointMachine,IfcActuator
Pset_PointMachine,IfcActuator
Pset_PointMachine,IfcActuator
Pset_PointMachine,IfcActuatorType
Pset_PointMachine,IfcActuatorType
Pset_PointMachine,IfcActuatorType
Pset_PointMachine,IfcActuatorType
Pset_PowerControlSystem,IfcDistributionSystem
Pset_PrecastConcreteElementFabrication,IfcBeam
Pset_PrecastConcreteElementFabrication,IfcBuildingElementProxy
Pset_PrecastConcreteElementFabrication,IfcChimney
Pset_PrecastConcreteElementFabrication,IfcCivilElement
Pset_PrecastConcreteElementFabrication,IfcColumn
Pset_PrecastConcreteElementFabrication,IfcFooting
Pset_PrecastConcreteElementFabrication,IfcMember
Pset_PrecastConcreteElementFabrication,IfcPile
Pset_PrecastConcreteElementFabrication,IfcPlate
Pset_PrecastConcreteElementFabrication,IfcRampFlight
Pset_PrecastConcreteElementFabrication,IfcRamp
Pset_PrecastConcreteElementFabrication,IfcRoof
Pset_PrecastConcreteElementFabrication,IfcSlab
Pset_PrecastConcreteElementFabrication,IfcStairFlight
Pset_PrecastConcreteElementFabrication,IfcStair
Pset_PrecastConcreteElementFabrication,IfcWall
Pset_PrecastConcreteElementFabrication,IfcBeamType
Pset_PrecastConcreteElementFabrication,IfcBuildingElementProxyType
Pset_PrecastConcreteElementFabrication,IfcChimneyType
Pset_PrecastConcreteElementFabrication,IfcCivilElementType
Pset_PrecastConcreteElementFabrication,IfcColumnType
Pset_PrecastConcreteElementFabrication,IfcFootingType
Pset_PrecastConcreteElementFabrication,IfcMemberType
Pset_PrecastConcreteElementFabrication,IfcPileType
Pset_PrecastConcreteElementFabrication,IfcPlateType
Pset_PrecastConcreteElementFabrication,IfcRampFlightType
Pset_PrecastConcreteElementFabrication,IfcRampType
Pset_PrecastConcreteElementFabrication,IfcRoofType
Pset_PrecastConcreteElementFabrication,IfcSlabType
Pset_PrecastConcreteElementFabrication,IfcStairFlightType
Pset_PrecastConcreteElementFabrication,IfcStairType
Pset_PrecastConcreteElementFabrication,IfcWallType
Pset_PrecastConcreteElementGeneral,IfcBeam
Pset_PrecastConcreteElementGeneral,IfcBuildingElementProxy
Pset_PrecastConcreteElementGeneral,IfcChimney
Pset_PrecastConcreteElementGeneral,IfcCivilElement
Pset_PrecastConcreteElementGeneral,IfcColumn
Pset_PrecastConcreteElementGeneral,IfcFooting
Pset_PrecastConcreteElementGeneral,IfcMember
Pset_PrecastConcreteElementGeneral,IfcPile
Pset_PrecastConcreteElementGeneral,IfcPlate
Pset_PrecastConcreteElementGeneral,IfcRampFlight
Pset_PrecastConcreteElementGeneral,IfcRamp
Pset_PrecastConcreteElementGeneral,IfcRoof
Pset_PrecastConcreteElementGeneral,IfcSlab
Pset_PrecastConcreteElementGeneral,IfcStairFlight
Pset_PrecastConcreteElementGeneral,IfcStair
Pset_PrecastConcreteElementGeneral,IfcWall
Pset_PrecastConcreteElementGeneral,IfcBeamType
Pset_PrecastConcreteElementGeneral,IfcBuildingElementProxyType
Pset_PrecastConcreteElementGeneral,IfcChimneyType
Pset_PrecastConcreteElementGeneral,IfcCivilElementType
Pset_PrecastConcreteElementGeneral,IfcColumnType
Pset_PrecastConcreteElementGeneral,IfcFootingType
Pset_PrecastConcreteElementGeneral,IfcMemberType
Pset_PrecastConcreteElementGeneral,IfcPileType
Pset_PrecastConcreteElementGeneral,IfcPlateType
Pset_PrecastConcreteElementGeneral,IfcRampFlightType
Pset_PrecastConcreteElementGeneral,IfcRampType
Pset_PrecastConcreteElementGeneral,IfcRoofType
Pset_PrecastConcreteElementGeneral,IfcSlabType
Pset_PrecastConcreteElementGeneral,IfcStairFlightType
Pset_PrecastConcreteElementGeneral,IfcStairType
Pset_PrecastConcreteElementGeneral,IfcWallType
Pset_PrecastKerbStone,IfcKerb
Pset_PrecastKerbStone,IfcKerbType
Pset_PrecastSlab,IfcSlab
Pset_PrecastSlab,IfcSlabType
Pset_ProcessCapacity,IfcBuiltSystem
Pset_ProcessCapacity,IfcDistributionSystem
Pset_ProcessCapacity,IfcDoor
Pset_ProcessCapacity,IfcSpace
Pset_ProcessCapacity,IfcTransportationDevice
Pset_ProcessCapacity,IfcZone
Pset_ProcessCapacity,IfcDoorType
Pset_ProcessCapacity,IfcSpaceType
Pset_ProcessCapacity,IfcTransportationDeviceType
Pset_ProfileArbitraryDoubleT,IfcArbitraryClosedProfileDef
Pset_ProfileArbitraryHollowCore,IfcArbitraryProfileDefWithVoids
Pset_ProfileMechanical,IfcProfileDef
Pset_ProjectCommon,IfcProject
Pset_ProjectOrderChangeOrder,IfcProjectOrder
Pset_ProjectOrderMaintenanceWorkOrder,IfcProjectOrder
Pset_ProjectOrderMoveOrder,IfcProjectOrder
Pset_ProjectOrderPurchaseOrder,IfcProjectOrder
Pset_ProjectOrderWorkOrder,IfcProjectOrder
Pset_PropertyAgreement,IfcSpatialStructureElement
Pset_PropertyAgreement,IfcSpatialStructureElementType
Pset_ProtectiveDeviceBreakerUnitI2TCurve,IfcProtectiveDevice
Pset_ProtectiveDeviceBreakerUnitI2TCurve,IfcProtectiveDeviceType
Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve,IfcProtectiveDevice
Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve,IfcProtectiveDeviceType
Pset_ProtectiveDeviceBreakerUnitIPICurve,IfcProtectiveDevice
Pset_ProtectiveDeviceBreakerUnitIPICurve,IfcProtectiveDeviceType
Pset_ProtectiveDeviceBreakerUnitTypeMCB,IfcProtectiveDevice
Pset_ProtectiveDeviceBreakerUnitTypeMCB,IfcProtectiveDeviceType
Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,IfcProtectiveDevice
Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection,IfcProtectiveDeviceType
Pset_ProtectiveDeviceOccurrence,IfcProtectiveDevice
Pset_ProtectiveDeviceTrippingCurve,IfcProtectiveDevice
Pset_ProtectiveDeviceTrippingCurve,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTrippingFunctionGCurve,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingFunctionGCurve,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingFunctionICurve,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingFunctionICurve,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingFunctionLCurve,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingFunctionLCurve,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingFunctionSCurve,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingFunctionSCurve,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitTimeAdjustment,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitTypeCommon,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitTypeCommon,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitTypeElectronic,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitTypeElectronic,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitTypeResidualCurrent,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitTypeResidualCurrent,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTrippingUnitTypeThermal,IfcProtectiveDeviceTrippingUnit
Pset_ProtectiveDeviceTrippingUnitTypeThermal,IfcProtectiveDeviceTrippingUnitType
Pset_ProtectiveDeviceTypeAntiArcingDevice,IfcProtectiveDevice_ARCING_DEVICE
Pset_ProtectiveDeviceTypeAntiArcingDevice,IfcProtectiveDeviceType_ARCING_DEVICE
Pset_ProtectiveDeviceTypeCircuitBreaker,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeCircuitBreaker,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeCommon,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeCommon,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeFuseDisconnector,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeFuseDisconnector,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeResidualCurrentSwitch,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeResidualCurrentSwitch,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeSparkGap,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeSparkGap,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeSparkGap,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeSparkGap,IfcProtectiveDeviceType
Pset_ProtectiveDeviceTypeVaristor,IfcProtectiveDevice
Pset_ProtectiveDeviceTypeVaristor,IfcProtectiveDeviceType
Pset_ProvisionForVoid,IfcBuildingElementProxy
Pset_ProvisionForVoid,IfcVirtualElement
Pset_PumpOccurrence,IfcPump
Pset_PumpPHistory,IfcPump
Pset_PumpTypeCommon,IfcPump
Pset_PumpTypeCommon,IfcPumpType
Pset_QuayCommon,IfcMarineFacility
Pset_QuayDesignCriteria,IfcMarineFacility
Pset_RadiiKerbStone,IfcKerb
Pset_RadiiKerbStone,IfcKerbType
Pset_RailingCommon,IfcRailing
Pset_RailingCommon,IfcRailingType
Pset_RailTypeBlade,IfcRail
Pset_RailTypeBlade,IfcRailType
Pset_RailTypeCheckRail,IfcRail
Pset_RailTypeCheckRail,IfcRailType
Pset_RailTypeGuardRail,IfcRail
Pset_RailTypeGuardRail,IfcRailType
Pset_RailTypeRail,IfcRail
Pset_RailTypeRail,IfcRailType
Pset_RailTypeStockRail,IfcRail
Pset_RailTypeStockRail,IfcRailType
Pset_RailwayBalise,IfcCommunicationsAppliance
Pset_RailwayBalise,IfcCommunicationsApplianceType
Pset_RailwayCableCarrier,IfcCableCarrierSegment
Pset_RailwayLevelCrossing,IfcFacilityPartCommon
Pset_RailwaySignalAspect,IfcSignal
Pset_RailwaySignalAspect,IfcSign
Pset_RailwaySignalAspect,IfcSignalType
Pset_RailwaySignalAspect,IfcSignType
Pset_RailwaySignalOccurrence,IfcSignal
Pset_RailwaySignalSighting,IfcSignal
Pset_RailwaySignalSighting,IfcSign
Pset_RailwaySignalType,IfcSignal
Pset_RailwaySignalType,IfcSignalType
Pset_RailwayTrackStructurePart,IfcRailwayPart
Pset_RailwayTrackStructurePart,IfcRailwayPart
Pset_RailwayTrackStructurePart,IfcRailwayPart
Pset_RailwayTrackStructurePart,IfcRailwayPart
Pset_RailwayTrackStructurePart,IfcRailwayPart
Pset_RampCommon,IfcRamp
Pset_RampCommon,IfcRampType
Pset_RampFlightCommon,IfcRampFlight
Pset_RampFlightCommon,IfcRampFlightType
Pset_ReferentCommon,IfcReferent
Pset_ReinforcementBarCountOfIndependentFooting,IfcFooting
Pset_ReinforcementBarCountOfIndependentFooting,IfcFootingType
Pset_ReinforcementBarPitchOfBeam,IfcBeam
Pset_ReinforcementBarPitchOfBeam,IfcBeamType
