Name,template_type,applicable_entities,applicable_type_value,property_definitions
Qto_TankBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcTank', 'IfcTankType']","IfcTank,IfcTankType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}, {'property_name': 'NetWeight', 'property_type': 'IfcQuantityWeight'}, {'property_name': 'TotalSurfaceArea', 'property_type': 'IfcQuantityArea'}]"
Qto_TransformerBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcTransformer', 'IfcTransformerType']","IfcTransformer,IfcTransformerType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_TubeBundleBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcTubeBundle', 'IfcTubeBundleType']","IfcTubeBundle,IfcTubeBundleType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}, {'property_name': 'NetWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_UnitaryControlElementBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcUnitaryControlElement', 'IfcUnitaryControlElementType']","IfcUnitaryControlElement,IfcUnitaryControlElementType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_UnitaryEquipmentBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcUnitaryEquipment', 'IfcUnitaryEquipmentType']","IfcUnitaryEquipment,IfcUnitaryEquipmentType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_ValveBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcValve', 'IfcValveType']","IfcValve,IfcValveType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_VehicleBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcVehicle/ROLLINGSTOCK', 'IfcVehicle/VEHICLEAIR', 'IfcVehicle/VEHICLEMARINE', 'IfcVehicle/VEHICLE', 'IfcVehicle/VEHICLETRACKED', 'IfcVehicleType/ROLLINGSTOCK', 'IfcVehicleType/VEHICLEAIR', 'IfcVehicleType/VEHICLEMARINE', 'IfcVehicleType/VEHICLE', 'IfcVehicleType/VEHICLETRACKED']","IfcVehicle/ROLLINGSTOCK,IfcVehicle/VEHICLEAIR,IfcVehicle/VEHICLEMARINE,IfcVehicle/VEHICLE,IfcVehicle/VEHICLETRACKED,IfcVehicleType/ROLLINGSTOCK,IfcVehicleType/VEHICLEAIR,IfcVehicleType/VEHICLEMARINE,IfcVehicleType/VEHICLE,IfcVehicleType/VEHICLETRACKED","[{'property_name': 'Length', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Width', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Height', 'property_type': 'IfcQuantityLength'}]"
Qto_VibrationIsolatorBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcVibrationIsolator', 'IfcVibrationIsolatorType']","IfcVibrationIsolator,IfcVibrationIsolatorType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_VolumetricStratumBaseQuantities,QTO_OCCURRENCEDRIVEN,['IfcGeotechnicalStratum'],IfcGeotechnicalStratum,"[{'property_name': 'Area', 'property_type': 'IfcQuantityArea'}, {'property_name': 'Mass', 'property_type': 'IfcQuantityWeight'}, {'property_name': 'PlanArea', 'property_type': 'IfcQuantityArea'}, {'property_name': 'Volume', 'property_type': 'IfcQuantityVolume'}]"
Qto_WallBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcWall', 'IfcWallType']","IfcWall,IfcWallType","[{'property_name': 'Length', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Width', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Height', 'property_type': 'IfcQuantityLength'}, {'property_name': 'GrossFootPrintArea', 'property_type': 'IfcQuantityArea'}, {'property_name': 'NetFootPrintArea', 'property_type': 'IfcQuantityArea'}, {'property_name': 'GrossSideArea', 'property_type': 'IfcQuantityArea'}, {'property_name': 'NetSideArea', 'property_type': 'IfcQuantityArea'}, {'property_name': 'GrossVolume', 'property_type': 'IfcQuantityVolume'}, {'property_name': 'NetVolume', 'property_type': 'IfcQuantityVolume'}, {'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}, {'property_name': 'NetWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_WasteTerminalBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcWasteTerminal', 'IfcWasteTerminalType']","IfcWasteTerminal,IfcWasteTerminalType","[{'property_name': 'GrossWeight', 'property_type': 'IfcQuantityWeight'}]"
Qto_WindowBaseQuantities,QTO_TYPEDRIVENOVERRIDE,"['IfcWindow', 'IfcWindowType']","IfcWindow,IfcWindowType","[{'property_name': 'Width', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Height', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Perimeter', 'property_type': 'IfcQuantityLength'}, {'property_name': 'Area', 'property_type': 'IfcQuantityArea'}]"
